date,start,high,low,volume,close
2001-01-09,191500,193000,185500,925608,192000
2001-01-10,189000,190500,185000,824777,185500
2001-01-11,189500,189500,182000,628239,182000
2001-01-12,190000,194500,188500,1058060,192000
2001-01-15,193000,201000,192000,1029275,196000
2001-01-16,198000,210000,192500,1041389,207000
2001-01-17,203000,212000,203000,1051459,211000
2001-01-18,212000,226500,212000,1153718,220000
2001-01-19,235000,235000,226000,1084940,230000
2001-01-22,230000,230000,223500,845034,227500
2001-01-26,222500,224000,198500,1820526,199000
2001-01-29,200000,205000,198000,944935,201000
2001-01-30,205000,208500,203500,787000,205500
2001-01-31,204500,220000,204500,1060930,220000
2001-02-01,213500,221000,209500,794640,213500
2001-02-02,214500,219500,211000,546604,214500
2001-02-05,208500,210000,199500,942754,201500
2001-02-06,199000,201000,195500,630966,200500
2001-02-07,198000,199500,195000,462650,195000
2001-02-08,196000,203000,194500,693756,203000
2001-02-09,202000,205000,199000,504637,203500
2001-02-12,192000,202500,192000,722293,198500
2001-02-13,202000,205000,198500,445953,199000
2001-02-14,196000,202000,195000,394201,199000
2001-02-15,210000,210500,205000,698680,206500
2001-02-16,207500,215500,206500,927555,212500
2001-02-19,209000,210500,205000,457630,209500
2001-02-20,209500,214000,209000,363573,212000
2001-02-21,208000,210000,207000,390024,208000
2001-02-22,204000,205000,197000,872169,200500
2001-02-23,196000,198500,191500,1537164,192000
2001-02-26,192500,193000,189000,713378,192000
2001-02-27,192000,197000,189500,773982,189500
2001-02-28,185000,189000,185000,574345,187000
2001-03-02,185000,185000,179000,890062,180500
2001-03-05,176500,186000,176500,492456,186000
2001-03-06,191000,192500,188000,510082,190000
2001-03-07,198000,200500,195000,1052875,200000
2001-03-08,197500,200500,195500,627296,200500
2001-03-09,197000,197000,191000,616095,192000
2001-03-12,185000,188000,182500,772211,183500
2001-03-13,178500,182500,177000,676313,182000
2001-03-14,189500,195500,189000,785725,195000
2001-03-15,189500,196500,188000,587410,196000
2001-03-16,194000,196000,191500,466356,194500
2001-03-19,190500,194000,188500,497387,190000
2001-03-20,195000,196000,191000,429195,191000
2001-03-21,186000,195000,185000,811004,193500
2001-03-22,199000,199500,196000,749337,199000
2001-03-23,204500,218500,204000,1835148,215000
2001-03-26,220000,221500,217000,857488,217000
2001-03-27,215000,215500,206000,626950,207500
2001-03-28,213000,213000,207500,521567,207500
2001-03-29,204500,209000,202000,598422,204500
2001-03-30,205500,208500,202000,602077,208000
2001-04-02,202000,205000,198000,782843,199500
2001-04-03,190500,193500,189500,921494,190000
2001-04-04,185000,187000,181500,1245631,183000
2001-04-06,198000,198000,189000,1705837,192000
2001-04-09,189500,190500,185500,516809,185500
2001-04-10,185500,187000,180500,783590,182000
2001-04-11,189000,190000,186000,890351,186000
2001-04-12,197000,204500,195000,1473266,200500
2001-04-13,205000,207500,201500,776811,203000
2001-04-16,203000,204000,197000,204097,197000
2001-04-17,196000,201000,192500,336359,198500
2001-04-18,205500,214000,203500,955879,214000
2001-04-19,231000,246000,229000,2626128,235000
2001-04-20,236000,239000,224500,898176,224500
2001-04-23,224500,230500,223500,635721,227000
2001-04-24,220500,221000,216500,623792,220000
2001-04-25,217000,226000,216000,526949,226000
2001-04-26,230000,230000,222500,784235,223500
2001-04-27,220500,222500,215500,433980,217000
2001-04-30,223000,231000,220500,764571,229000
2001-05-02,235000,235000,227000,730267,229000
2001-05-03,231000,231000,224500,517991,230000
2001-05-04,220500,225500,220500,656127,223000
2001-05-07,225000,231500,224000,358957,230000
2001-05-08,229500,231000,226000,336524,229500
2001-05-09,228000,229000,224500,413921,225000
2001-05-10,225000,228000,222000,492487,225000
2001-05-11,223000,223500,220000,554183,220500
2001-05-14,221000,223000,220000,286202,221500
2001-05-15,220500,222500,214500,528436,217000
2001-05-16,215000,218500,210000,517916,210500
2001-05-17,220000,221500,217000,482133,221500
2001-05-18,219000,221000,217000,378388,220500
2001-05-21,225000,231000,221500,563256,229000
2001-05-22,236000,239000,231000,976665,231000
2001-05-23,230000,238000,229000,437809,235000
2001-05-24,228000,230000,225500,605529,226500
2001-05-25,227500,232500,221500,673974,222000
2001-05-28,221000,224000,219000,369666,222500
2001-05-29,221500,232000,221500,485640,232000
2001-05-30,225000,226500,222500,636313,223500
2001-05-31,216000,217000,209500,1271938,212000
2001-06-01,215000,215000,210500,586304,212000
2001-06-04,213000,215500,211500,399194,212000
2001-06-05,207000,212000,202000,1030410,203000
2001-06-07,204000,215500,204000,799372,214000
2001-06-08,221000,225500,220000,854889,223500
2001-06-11,216500,219000,214000,493626,214000
2001-06-12,211000,215000,210500,483939,211000
2001-06-13,215000,215500,210000,472921,214000
2001-06-14,213500,215500,210000,556866,211500
2001-06-15,209500,210000,206000,817467,209500
2001-06-18,209000,209000,204000,681948,205000
2001-06-19,205000,208500,204000,625581,205500
2001-06-20,203000,203500,199500,770358,200000
2001-06-21,200000,202000,196000,816100,198000
2001-06-22,197000,197000,191000,893742,193500
2001-06-25,192000,196500,190000,518554,193500
2001-06-26,193500,195000,189000,670094,189000
2001-06-27,189500,190000,185000,819708,186000
2001-06-28,185000,189500,184500,540822,187500
2001-06-29,192000,192500,190000,613537,192000
2001-07-02,192000,194000,190500,465694,193000
2001-07-03,195000,195500,193500,406148,194500
2001-07-04,192000,197000,192000,274111,197000
2001-07-05,197000,197500,193000,311035,193000
2001-07-06,187000,188500,182500,760498,183500
2001-07-09,175000,177000,169500,1632709,171000
2001-07-10,172000,174500,169500,653353,170000
2001-07-11,164000,170500,164000,759411,169000
2001-07-12,174000,178000,173000,1327393,176000
2001-07-13,182000,182000,168000,931217,170000
2001-07-16,168500,169500,163000,558267,167000
2001-07-18,168000,171000,166500,668626,167500
2001-07-19,166500,177000,165500,746507,177000
2001-07-20,176000,180000,173500,592597,176000
2001-07-23,175000,175000,171500,425554,173000
2001-07-24,170000,175500,170000,429673,173500
2001-07-25,173000,179500,172000,418182,178500
2001-07-26,179500,182500,179500,437342,181500
2001-07-27,186500,189500,184500,576045,185500
2001-07-30,188000,189000,184500,401109,185500
2001-07-31,187000,190500,186000,444664,189500
2001-08-01,191500,199500,190500,1157583,198000
2001-08-02,201000,202000,194000,635840,195500
2001-08-03,200000,201000,197500,655941,199500
2001-08-06,196500,200000,195000,322611,199000
2001-08-07,194000,195000,190500,441781,193000
2001-08-08,191000,192000,187000,268180,190000
2001-08-09,184500,186500,183000,583411,183000
2001-08-10,185500,189000,185500,231661,186500
2001-08-13,188500,191500,187500,372898,191500
2001-08-14,195000,198000,193500,424405,197500
2001-08-16,192000,195000,191000,366645,195000
2001-08-17,195000,198000,193500,354953,196000
2001-08-20,190000,191500,189000,188771,190000
2001-08-21,191000,192500,185000,434725,186000
2001-08-22,181500,192500,181500,435449,192500
2001-08-23,193500,195500,190000,298954,192500
2001-08-24,192000,194000,189000,150355,192000
2001-08-27,198000,201000,196000,759108,199000
2001-08-28,200000,200000,196500,410733,197000
2001-08-29,195000,198500,193000,382787,196500
2001-08-30,192000,197000,192000,251777,196000
2001-08-31,193000,194000,187500,516960,190000
2001-09-03,190500,191000,187500,209020,188000
2001-09-04,188000,197000,187500,375560,196500
2001-09-05,192000,192500,187500,420443,189500
2001-09-06,190000,192500,188000,349882,188500
2001-09-07,188000,191000,184500,456798,191000
2001-09-10,188500,191500,186500,280072,191500
2001-09-11,190000,192500,186000,316200,187000
2001-09-12,160000,173000,160000,1699446,161500
2001-09-13,168000,173000,166000,1194979,171500
2001-09-14,172000,172500,164500,663586,169500
2001-09-17,165000,168000,162000,569053,164000
2001-09-18,169500,170000,165000,497444,167500
2001-09-19,165000,167000,163000,431180,164000
2001-09-20,160000,160000,151500,1227672,154000
2001-09-21,145000,147000,139500,1308363,142500
2001-09-24,140500,148000,140500,1139615,148000
2001-09-25,153000,153500,143000,841381,143000
2001-09-26,141000,143500,139500,665570,141500
2001-09-27,138000,140500,134000,730010,140500
2001-09-28,144000,145000,139000,945715,140000
2001-10-04,150000,150000,143000,1298572,145500
2001-10-05,146000,148500,143500,800783,147500
2001-10-08,147000,148000,144500,398747,146000
2001-10-09,148000,153000,148000,792657,151500
2001-10-10,149500,150500,148000,337119,149000
2001-10-11,154000,160000,153500,1163439,159000
2001-10-12,166000,167000,162500,945385,163000
2001-10-15,160000,162000,159000,348550,160000
2001-10-16,158000,161500,158000,312417,159000
2001-10-17,163000,165000,161500,571926,164000
2001-10-18,161500,163000,158500,437077,163000
2001-10-19,165000,170500,163000,831100,170000
2001-10-22,173000,173500,166500,374651,169500
2001-10-23,175000,176500,172500,791601,174000
2001-10-24,178000,185500,177500,1122341,185500
2001-10-25,185000,185000,181000,552279,183000
2001-10-26,183000,184500,179000,956467,181000
2001-10-29,183000,185000,180500,509692,184000
2001-10-30,177000,179000,173500,676544,174000
2001-10-31,170500,174000,170500,579648,173500
2001-11-01,177000,181500,174000,685945,179000
2001-11-02,181500,183500,181500,758497,183000
2001-11-05,183500,185000,181000,603653,185000
2001-11-06,189000,191500,188000,1060255,190000
2001-11-07,191000,191500,188500,885396,190500
2001-11-08,190500,193500,190000,752072,193000
2001-11-09,195000,200500,193000,1308756,198500
2001-11-12,200500,202500,196500,470021,200000
2001-11-13,196000,200000,195000,600257,200000
2001-11-14,205000,215000,203000,1500609,215000
2001-11-15,210500,214500,207500,725548,209500
2001-11-16,208000,209500,203500,715938,209000
2001-11-19,205000,220000,205000,786310,218500
2001-11-20,220000,223000,213500,753937,213500
2001-11-21,208000,215000,207500,668676,211000
2001-11-22,211500,216000,208000,351957,216000
2001-11-23,217000,222500,215000,547400,222000
2001-11-26,223500,231000,223500,759876,230000
2001-11-27,232000,233000,228500,839258,231000
2001-11-28,227000,230000,217500,594097,219000
2001-11-29,214500,224500,208500,1065368,210000
2001-11-30,223000,223000,216500,624634,218000
2001-12-03,221500,225000,214500,657275,224500
2001-12-04,226500,230500,222000,654850,230000
2001-12-05,238000,264500,237000,2302638,264500
2001-12-06,278000,293000,267500,2292641,275000
2001-12-07,270000,286500,266500,1174187,283500
2001-12-10,279000,279000,258500,1305630,260000
2001-12-11,252000,259500,248500,1052531,258500
2001-12-12,258000,271000,251500,1077931,270000
2001-12-13,270000,271500,261000,1275323,265000
2001-12-14,255500,261500,254500,930212,255000
2001-12-17,250500,257500,246000,825153,250500
2001-12-18,254000,269500,254000,1134564,260500
2001-12-19,265500,267500,262500,617413,264000
2001-12-20,260000,270500,255500,648790,265000
2001-12-21,255000,259500,250000,833009,251500
2001-12-24,252500,258000,250500,408625,252500
2001-12-26,256500,259500,254000,434969,258000
2001-12-27,260000,271000,259000,807120,270000
2001-12-28,280000,281000,275500,769638,279000
2002-01-02,283000,308000,281000,1142079,308000
2002-01-03,305000,309500,301000,885636,302000
2002-01-04,319000,320500,314500,1009482,319000
2002-01-07,313000,321500,308500,1029132,318000
2002-01-08,319500,319500,309500,760142,311500
2002-01-09,310500,322500,309500,902401,322500
2002-01-10,318000,321000,308000,1096986,308000
2002-01-11,312000,317500,302000,953687,306000
2002-01-14,302500,330000,302000,978026,330000
2002-01-15,321500,323000,308000,1377508,312000
2002-01-16,307500,312500,301500,1206614,301500
2002-01-17,295000,303000,293000,1112140,300000
2002-01-18,300500,302000,294000,885232,296000
2002-01-21,290000,292000,286000,825347,291000
2002-01-22,292000,302500,292000,657912,300000
2002-01-23,290000,309500,289000,798014,308000
2002-01-24,311000,318500,309000,768310,310000
2002-01-25,316500,328500,313000,1137546,323000
2002-01-28,329000,329000,317500,674726,318500
2002-01-29,318500,322500,314500,642877,315000
2002-01-30,300500,309000,300500,791627,303000
2002-01-31,308000,310500,300500,734664,300500
2002-02-01,310000,316000,304500,712813,309000
2002-02-04,310000,316500,309000,476171,312000
2002-02-05,310000,324500,307000,973561,323000
2002-02-06,320000,324000,318000,636965,319000
2002-02-07,315000,323000,312000,739516,315000
2002-02-08,316000,321000,311000,682188,321000
2002-02-14,337000,355000,331500,1967365,355000
2002-02-15,347000,350000,340500,857239,341500
2002-02-18,341000,345500,339000,713981,343000
2002-02-19,345000,352000,339500,725499,342500
2002-02-20,335000,343500,335000,699601,340000
2002-02-21,343000,344500,327000,1031960,338000
2002-02-22,327500,334000,326500,942408,333500
2002-02-25,330500,336500,326500,679126,332000
2002-02-26,341000,344000,333000,681164,337000
2002-02-27,333000,350000,333000,917566,350000
2002-02-28,350000,350500,343000,861598,343000
2002-03-04,350500,363000,350000,1219028,350000
2002-03-05,363500,364000,356000,962357,361000
2002-03-06,361000,368000,357500,619124,363000
2002-03-07,368500,368500,355500,495617,356000
2002-03-08,355000,357500,345500,734248,349000
2002-03-11,350000,352000,343500,722758,348500
2002-03-12,344000,353500,343000,787357,353000
2002-03-13,345500,352500,345500,668868,348000
2002-03-14,344500,345000,329000,2115723,344000
2002-03-15,334000,336500,329000,1430383,330000
2002-03-18,335000,336000,329000,1036710,332000
2002-03-19,333000,349000,333000,1260131,349000
2002-03-20,351000,356000,346500,862100,349000
2002-03-21,340000,345500,340000,672199,341500
2002-03-22,345000,357000,339500,971982,350500
2002-03-25,353000,353000,340000,1090115,340000
2002-03-26,338500,349000,336500,843913,349000
2002-03-27,350000,365500,350000,1228204,363500
2002-03-28,362500,370000,357500,785277,357500
2002-03-29,365000,371000,363000,738768,368000
2002-04-01,375000,384500,370500,1149349,374000
2002-04-02,378000,398500,370000,1567922,398500
2002-04-03,397500,405000,393000,1208603,404000
2002-04-04,399000,399000,386500,1415939,389000
2002-04-08,388000,388000,369000,1552027,369000
2002-04-09,370000,373500,366000,1054820,369000
2002-04-10,369000,369500,355500,1303617,356000
2002-04-11,357500,365000,356000,1433884,359500
2002-04-12,359500,371500,355500,1108468,369000
2002-04-15,372000,388000,372000,853327,385000
2002-04-16,385000,391000,381500,850537,389000
2002-04-17,400500,411000,399000,1540512,406000
2002-04-18,400000,408500,397500,975720,406500
2002-04-19,406500,413500,396000,1239727,396000
2002-04-22,403000,417000,402000,1234419,410000
2002-04-23,410000,428000,405500,1197826,427000
2002-04-24,423000,432000,418000,799632,432000
2002-04-25,421500,426000,412500,1020219,413000
2002-04-26,407000,411500,399500,1166488,400000
2002-04-29,390000,396500,380500,1066608,381000
2002-04-30,383000,388500,378000,895732,382000
2002-05-02,387000,387000,376500,1038085,379500
2002-05-03,372000,374500,363000,1110728,370000
2002-05-06,356500,361000,348000,1102792,348000
2002-05-07,340500,352000,335000,1440529,352000
2002-05-08,358000,369000,356500,1066519,362500
2002-05-09,377000,378000,362000,1494429,362000
2002-05-10,350500,355000,332000,2000383,334000
2002-05-13,328000,338500,320500,1351427,335500
2002-05-14,347000,358500,345000,1194658,358000
2002-05-15,368000,381000,367000,1412274,376000
2002-05-16,376000,376500,369500,612939,370000
2002-05-17,375000,383500,373500,807100,382500
2002-05-20,380000,380500,370000,604934,370000
2002-05-21,364500,368000,355000,806714,356000
2002-05-22,355000,370000,351500,759299,370000
2002-05-23,367000,369000,359500,740371,360000
2002-05-24,368000,371000,365000,688056,366000
2002-05-27,360000,369500,359500,387056,361500
2002-05-28,362500,370000,360500,469593,369500
2002-05-29,365000,365000,354000,780641,362000
2002-05-30,356500,360500,352000,627422,355000
2002-05-31,354000,356500,342000,894746,342000
2002-06-03,336000,354000,336000,698025,351000
2002-06-04,341000,354000,340500,568130,352000
2002-06-05,358000,362500,354500,508345,355500
2002-06-07,345500,349500,344000,789281,345000
2002-06-10,349000,352500,348000,560056,350000
2002-06-11,350000,351000,344000,440162,350000
2002-06-12,346500,352000,346000,858141,352000
2002-06-14,353500,366000,353000,756955,359500
2002-06-17,361000,364500,358000,565133,359000
2002-06-18,370000,375000,361500,839239,363000
2002-06-19,363000,366000,343500,1261397,348500
2002-06-20,340000,344000,333500,859016,341000
2002-06-21,335000,345500,330500,973140,340000
2002-06-24,331500,341000,331500,558383,339000
2002-06-25,345000,347000,338000,603180,338500
2002-06-26,330000,330500,309000,1284222,309000
2002-06-27,319000,321500,311000,895189,313000
2002-06-28,325000,334500,322000,911219,329000
2002-07-02,322000,340000,318000,812091,337500
2002-07-03,331500,341500,326500,811747,338000
2002-07-04,342500,350000,342500,740490,350000
2002-07-05,350000,360500,349000,900353,358000
2002-07-08,370000,370500,355000,1087799,359000
2002-07-09,360000,365000,355500,661472,362000
2002-07-10,355000,358500,344500,713159,347000
2002-07-11,337000,339000,331500,759676,331500
2002-07-12,344000,354500,341000,800097,352000
2002-07-15,348000,361000,348000,735137,353000
2002-07-16,360000,361500,351000,852725,354000
2002-07-18,353500,360500,352500,802106,357000
2002-07-19,350000,350500,338000,863882,341500
2002-07-22,328500,334500,327000,789675,330000
2002-07-23,326000,345000,321500,827139,345000
2002-07-24,333000,337000,329500,677059,335000
2002-07-25,350000,351000,339000,950319,339000
2002-07-26,329500,333000,317000,1277355,320000
2002-07-29,324000,327500,319000,578590,325000
2002-07-30,335000,339000,333000,623474,333000
2002-07-31,332500,337000,331000,549688,332500
2002-08-01,333500,333500,321000,522727,324500
2002-08-02,317500,322000,312000,1037299,319500
2002-08-05,315500,317000,308000,650820,309000
2002-08-06,305000,305000,298500,1229320,300000
2002-08-07,308500,314000,306500,704835,312000
2002-08-08,320000,320000,311000,946760,313500
2002-08-09,319500,322500,317500,623569,319000
2002-08-12,319000,321000,313000,776669,317000
2002-08-13,317000,324500,317000,392734,324500
2002-08-14,322000,323000,318000,719624,322000
2002-08-16,330000,333000,325000,635052,325500
2002-08-19,332000,335000,328500,463502,333000
2002-08-20,340000,347000,338500,849757,346000
2002-08-21,346000,350000,342500,800969,350000
2002-08-22,352000,353000,346500,792234,347500
2002-08-23,347500,350000,343500,775271,345000
2002-08-26,342000,342000,338500,636221,340500
2002-08-27,340500,341500,333000,676730,333000
2002-08-28,325000,333000,325000,596664,328000
2002-08-29,336000,336000,324000,573935,328000
2002-08-30,326000,332000,324000,630618,331000
2002-09-02,329500,340000,328500,576211,340000
2002-09-03,341000,342000,332500,458970,333500
2002-09-04,326000,328000,321500,672888,324000
2002-09-05,328000,328500,321000,355424,321000
2002-09-06,318500,324500,318000,559495,322000
2002-09-09,326500,328500,321500,440353,323500
2002-09-10,324500,330000,324000,346489,330000
2002-09-11,333500,339500,331000,532281,336500
2002-09-12,338500,343000,335500,657787,343000
2002-09-13,336500,337000,331500,478466,331500
2002-09-16,334000,334000,327000,387702,327500
2002-09-17,334000,342000,330500,673174,342000
2002-09-18,332000,335000,330000,569662,333000
2002-09-19,335000,339500,333500,429927,335000
2002-09-23,328000,330000,318500,896036,321500
2002-09-24,313000,319000,311000,893008,319000
2002-09-25,313000,317000,304000,845912,307000
2002-09-26,316000,318500,309000,850704,314000
2002-09-27,308000,316000,307000,616995,309500
2002-09-30,299500,300000,294000,815688,298500
2002-10-01,291000,299500,291000,691675,297500
2002-10-02,307000,308000,298000,729498,299500
2002-10-04,292000,307500,292000,690231,306000
2002-10-07,303000,304000,296000,443629,296000
2002-10-08,294500,300000,294500,592218,300000
2002-10-09,302000,302000,296000,558956,297500
2002-10-10,290500,293500,272500,1450691,273500
2002-10-11,283500,283500,265500,1354700,273500
2002-10-14,285000,290500,283000,966420,288000
2002-10-15,293000,302500,287500,918245,300000
2002-10-16,305000,307000,297500,1056456,305000
2002-10-17,303000,311000,296500,1162533,307500
2002-10-18,320000,330500,316000,1814446,326500
2002-10-21,325000,331500,321000,650290,324000
2002-10-22,331500,332000,313000,806741,319500
2002-10-23,320500,328000,313500,935038,328000
2002-10-24,332500,338000,332000,1005967,334000
2002-10-25,330500,342000,330500,905743,340000
2002-10-28,348000,363000,347500,1154421,361000
2002-10-29,359500,363000,353000,904939,353000
2002-10-30,347000,349000,332000,1265984,338000
2002-10-31,345000,348000,337500,825659,345000
2002-11-01,343000,346000,338500,544556,341000
2002-11-04,354000,368500,351500,1375910,367500
2002-11-05,369500,370000,357000,922212,361500
2002-11-06,368000,368500,361500,655035,365500
2002-11-07,365500,369000,359000,830950,366500
2002-11-08,356000,359500,352000,720079,359500
2002-11-11,356000,356000,345000,557147,349000
2002-11-12,339500,347500,338500,662026,346500
2002-11-13,349500,351000,344500,764295,349000
2002-11-14,345000,349000,339000,632799,340000
2002-11-15,351000,358000,349500,839805,358000
2002-11-18,358000,358500,349500,569251,351000
2002-11-19,346000,352500,346000,416569,352500
2002-11-20,353000,360500,349500,805432,360000
2002-11-21,371000,373500,368000,1101230,369000
2002-11-22,378000,380000,373000,971067,373000
2002-11-25,375000,380000,373000,648471,378500
2002-11-26,379500,382000,374500,784523,378500
2002-11-27,372000,380000,372000,478004,380000
2002-11-28,387000,392500,383000,774721,385000
2002-11-29,385500,388000,382500,561797,387000
2002-12-02,387000,387000,381000,260648,387000
2002-12-03,388000,395000,385000,753268,393000
2002-12-04,386000,387500,373500,848723,373500
2002-12-05,369000,375000,363500,931069,373500
2002-12-06,370000,374000,366500,555831,372000
2002-12-09,373000,374000,365000,786012,372500
2002-12-10,364000,366000,362000,635667,364500
2002-12-11,367000,367500,360500,702806,366000
2002-12-12,365500,368000,365500,1152112,368000
2002-12-13,365000,366500,359000,632651,362000
2002-12-16,353000,356000,348000,1013021,348500
2002-12-17,355000,357000,352000,904605,353500
2002-12-18,347000,360000,345000,637586,357500
2002-12-20,356000,360000,350500,619268,358000
2002-12-23,358000,359000,347000,513523,348000
2002-12-24,345000,349000,341500,487403,342500
2002-12-26,342500,344000,337000,520499,339500
2002-12-27,335000,343500,334000,462714,336000
2002-12-30,330500,335000,313000,998166,314000
2003-01-02,319000,323000,315000,511660,321500
2003-01-03,335000,350000,332000,1110675,344000
2003-01-06,347000,351500,344000,499437,349500
2003-01-07,359000,359000,342000,577944,342500
2003-01-08,346000,346500,338500,504232,340000
2003-01-09,331000,333000,321000,1505829,323000
2003-01-10,330000,332500,317000,1252880,324000
2003-01-13,320000,334500,318500,628932,334500
2003-01-14,330000,332500,325000,526476,328500
2003-01-15,330000,333500,322000,654733,324000
2003-01-16,320000,330000,316000,807630,330000
2003-01-17,327500,328500,320500,488166,320500
2003-01-20,312000,321000,312000,372232,320000
2003-01-21,318000,320000,314500,533585,319000
2003-01-22,314500,318500,309000,653428,311500
2003-01-23,311500,318500,307500,734049,316000
2003-01-24,316000,317000,306500,668930,313000
2003-01-27,301000,305000,298500,929328,299000
2003-01-28,299000,307000,299000,528687,307000
2003-01-29,303500,306500,290000,930489,291500
2003-01-30,293000,295500,289500,701387,291500
2003-02-03,289000,294500,286000,573437,293000
2003-02-04,293000,298000,292000,817051,294000
2003-02-05,289000,295500,289000,428657,291000
2003-02-06,290500,292000,281500,769287,283000
2003-02-07,280000,282000,270000,973941,274000
2003-02-10,271000,273000,267500,787848,269500
2003-02-11,270000,275500,259500,1041094,271500
2003-02-12,266000,280000,266000,762056,280000
2003-02-13,279000,280500,271500,795304,271500
2003-02-14,270000,273000,266000,634666,273000
2003-02-17,282000,292000,280000,863122,290500
2003-02-18,291000,293500,286000,506335,293000
2003-02-19,300000,308000,297000,990908,297000
2003-02-20,294000,303000,294000,668674,302500
2003-02-21,305000,305000,299500,429893,302000
2003-02-24,303000,314000,303000,660009,309500
2003-02-25,300000,302000,289500,949327,289500
2003-02-26,289500,292000,282500,659611,284000
2003-02-27,280000,285500,276000,759059,283500
2003-02-28,283500,287000,279000,409838,279500
2003-03-03,279500,295000,279500,510466,295000
2003-03-04,287500,289000,282500,508102,285000
2003-03-05,278000,279500,273000,668456,276000
2003-03-06,279000,279000,271500,382243,276000
2003-03-07,273000,285000,270000,793785,281000
2003-03-10,284500,289000,282000,584297,286500
2003-03-11,284500,290000,280000,1031421,287500
2003-03-12,287500,291500,286500,1011632,290000
2003-03-13,290500,291500,282500,1076920,290000
2003-03-14,299000,303000,293000,765947,296500
2003-03-17,296500,297000,282000,770011,288000
2003-03-18,299500,301500,293500,842759,299000
2003-03-19,296000,301000,294000,587196,296000
2003-03-20,300000,311500,298000,1190038,311500
2003-03-21,311500,316500,308500,623172,315000
2003-03-24,317000,317000,311000,830822,312500
2003-03-25,307000,307000,303000,884295,306000
2003-03-26,308000,310500,303000,902893,304000
2003-03-27,299000,302500,296500,482682,298500
2003-03-28,299000,307000,296500,664470,307000
2003-03-31,298000,300000,284000,928851,284000
2003-04-01,278000,284000,274000,994684,284000
2003-04-02,285000,287000,277500,1206928,279000
2003-04-03,286000,287500,279000,1184791,279000
2003-04-04,276000,285500,272000,1075290,283500
2003-04-07,288000,300500,285500,995761,299000
2003-04-08,292000,301500,291000,808535,299000
2003-04-09,292000,294000,286000,849424,286500
2003-04-10,286500,291000,283500,1081435,288000
2003-04-11,285000,294000,284500,793342,285000
2003-04-14,283500,294000,283500,703508,285500
2003-04-15,293000,296500,290500,705281,296000
2003-04-16,305000,312500,303500,1101778,310500
2003-04-17,307000,310500,302000,685584,302000
2003-04-18,310500,315000,303000,815768,315000
2003-04-21,312000,317000,308500,409736,309000
2003-04-22,305000,307000,297500,713899,298500
2003-04-23,302500,305500,299000,473874,300000
2003-04-24,299000,302000,292000,476185,295000
2003-04-25,290000,292000,285000,715217,287500
2003-04-28,284500,292000,283000,544833,285000
2003-04-29,293500,301500,291000,624782,300500
2003-04-30,302000,306500,299500,640825,305000
2003-05-02,305000,310000,300500,822432,307000
2003-05-06,310500,316000,310500,718481,313000
2003-05-07,317000,320000,310000,983272,319500
2003-05-09,316000,318500,313000,457465,317000
2003-05-12,325000,329500,323000,732201,327000
2003-05-13,327000,327000,314500,587863,316000
2003-05-14,313000,315000,308500,489339,309500
2003-05-15,312000,317000,307500,570203,315000
2003-05-16,313000,315500,307000,628116,307000
2003-05-19,302500,304500,299000,621857,301000
2003-05-20,296000,307000,295500,470063,306500
2003-05-21,304500,308500,302500,409584,304000
2003-05-22,301500,308500,298500,493025,300000
2003-05-23,304000,312500,303500,428916,312000
2003-05-26,312000,318500,308500,424448,317000
2003-05-27,315000,318000,311500,256878,314000
2003-05-28,324000,325500,318500,690768,321000
2003-05-29,321000,327000,318000,682639,324500
2003-05-30,324500,325500,320000,463912,324000
2003-06-02,329000,335000,329000,664300,334000
2003-06-03,327500,330000,323500,535555,323500
2003-06-04,326000,329000,321500,408638,329000
2003-06-05,333000,336500,331000,547025,333500
2003-06-09,336500,344500,334500,778190,344000
2003-06-10,340000,347000,339000,413612,344000
2003-06-11,348000,352500,344000,550459,345000
2003-06-12,350000,352000,347500,907935,350000
2003-06-13,354000,356000,348500,596326,350500
2003-06-16,345000,348000,341000,381201,341000
2003-06-17,353000,357500,349500,842487,357000
2003-06-18,351500,359000,351500,387127,354000
2003-06-19,360000,375000,357000,963478,370000
2003-06-20,365000,370000,364000,467592,364000
2003-06-23,364000,365000,356000,411382,357000
2003-06-24,350000,352500,349000,457725,351500
2003-06-25,352500,360500,351000,345721,359500
2003-06-26,352500,367500,352500,345345,364500
2003-06-27,367000,370500,361000,455494,361000
2003-06-30,358000,360500,353500,312166,355000
2003-07-01,355000,362500,352000,260070,362000
2003-07-02,369500,371000,365500,519844,371000
2003-07-03,382000,391000,379000,1174700,382000
2003-07-04,381500,385500,379000,251301,384000
2003-07-07,387000,387500,383500,296037,386000
2003-07-08,399500,400000,395500,1244668,398500
2003-07-09,399000,399500,394500,377390,396500
2003-07-10,394000,398000,392000,513570,392000
2003-07-11,388000,394000,385000,449282,394000
2003-07-14,395000,410500,394500,934227,409500
2003-07-15,411000,411500,404000,704153,408000
2003-07-16,415000,420500,409000,832374,418000
2003-07-18,397500,408000,397500,919607,404000
2003-07-21,402000,410500,402000,469734,407000
2003-07-22,405000,412000,404500,425822,412000
2003-07-23,415000,417000,402000,480516,403500
2003-07-24,400500,409000,399000,515993,406500
2003-07-25,404000,408000,399000,300934,408000
2003-07-28,415000,419500,412500,404172,418000
2003-07-29,420000,424000,418000,441556,423500
2003-07-30,420000,423500,420000,324096,421500
2003-07-31,420000,424500,413500,412397,416000
