date,start,high,low,volume,close
2009-08-27,15300,15480,15140,327253,15340
2009-08-28,15460,15680,15280,391249,15280
2009-08-31,15300,15500,15200,430888,15420
2009-09-01,15600,16000,15340,511854,15980
2009-09-02,15700,15820,15600,558282,15680
2009-09-03,15660,15700,15480,321269,15500
2009-09-04,15620,15660,15220,456530,15340
2009-09-07,15420,15600,15220,339857,15460
2009-09-08,15460,15620,15400,272955,15620
2009-09-09,15640,15760,15500,319282,15620
2009-09-10,15520,15840,15520,694922,15820
2009-09-11,15880,15880,15680,309671,15860
2009-09-14,15920,15920,15200,561601,15280
2009-09-15,15200,15460,15200,520476,15380
2009-09-16,15400,16000,15320,711387,15900
2009-09-17,16120,16200,15920,494941,16200
2009-09-18,16200,16400,16080,896503,16120
2009-09-21,16040,16200,15880,337013,15960
2009-09-22,16000,16580,15960,515790,16500
2009-09-23,16500,16520,16240,331888,16400
2009-09-24,16380,16400,15960,486599,16060
2009-09-25,15860,15920,15660,410629,15900
2009-09-28,15820,15940,15600,278380,15920
2009-09-29,15840,16300,15840,408484,16240
2009-09-30,16140,16500,16120,479813,16300
2009-10-01,16220,16300,15680,538765,15840
2009-10-05,15560,15600,14920,944271,14940
2009-10-06,15100,15220,14900,770389,14900
2009-10-07,15040,15120,14420,765488,14440
2009-10-08,14560,14560,14120,1062567,14400
2009-10-09,14580,15100,14520,626954,15100
2009-10-12,15200,15260,14820,432157,14980
2009-10-13,15000,15300,14840,367501,15140
2009-10-14,15380,15460,15280,416979,15380
2009-10-15,15660,15660,15260,356896,15500
2009-10-16,15000,15560,14900,475683,14920
2009-10-19,14760,15100,14460,433832,15020
2009-10-20,15160,15220,14920,283676,15040
2009-10-21,15000,15040,14640,507109,14700
2009-10-22,14640,14760,14460,432397,14520
2009-10-23,14600,14980,14580,432557,14900
2009-10-26,14820,15180,14780,313270,15060
2009-10-27,14980,15040,14800,327005,14840
2009-10-28,14880,14900,14400,513787,14400
2009-10-29,14200,14440,14020,644267,14360
2009-10-30,14660,14800,14440,557328,14460
2009-11-02,14220,14540,14160,464841,14360
2009-11-03,14380,14640,14300,392942,14580
2009-11-04,14540,14720,14400,343542,14660
2009-11-05,14620,14620,14220,373485,14240
2009-11-06,14520,14540,14280,304346,14440
2009-11-09,14540,14640,14440,269437,14480
2009-11-10,14680,14720,14480,392417,14540
2009-11-11,14640,14700,14320,319873,14700
2009-11-12,14740,14860,14400,494977,14400
2009-11-13,14480,14540,14180,431814,14280
2009-11-16,14400,14660,14280,401434,14660
2009-11-17,14760,14820,14520,360325,14560
2009-11-18,14700,15000,14640,593061,15000
2009-11-19,15000,15300,15000,455114,15180
2009-11-20,15020,15220,14920,343361,15100
2009-11-23,15220,15280,15020,288180,15180
2009-11-24,15220,15260,14820,354539,14840
2009-11-25,14840,14980,14800,212706,14980
2009-11-26,14980,15140,14860,236268,14860
2009-11-27,14600,14780,14240,463339,14240
2009-11-30,14460,14640,14380,376335,14400
2009-12-01,14400,14740,14360,345641,14740
2009-12-02,14860,15000,14800,334794,14940
2009-12-03,15040,15200,14940,320498,15180
2009-12-04,15160,15340,15100,366960,15240
2009-12-07,15400,15540,15260,329583,15420
2009-12-08,15420,15520,15340,201922,15440
2009-12-09,15240,15640,15220,356783,15560
2009-12-10,15420,15760,15320,891683,15760
2009-12-11,15800,15940,15660,325591,15700
2009-12-14,15700,15800,15440,310154,15580
2009-12-15,15600,15620,15440,245432,15540
2009-12-16,15600,15720,15500,399330,15600
2009-12-17,15620,15620,15300,317829,15300
2009-12-18,15200,15580,15160,406524,15460
2009-12-21,15460,15540,15340,291763,15420
2009-12-22,15500,15620,15460,245910,15620
2009-12-23,15760,15760,15560,250159,15680
2009-12-24,15700,15880,15640,407107,15800
2009-12-28,15800,15860,15580,235595,15740
2009-12-29,15720,15740,15600,136900,15720
2009-12-30,15760,15980,15740,295625,15980
2010-01-04,16060,16180,16000,239271,16180
2010-01-05,16520,16580,16300,559219,16440
2010-01-06,16580,16820,16520,459755,16820
2010-01-07,16820,16820,16260,443237,16260
2010-01-08,16400,16420,16120,295798,16420
2010-01-11,16420,16460,15940,398901,15940
2010-01-12,15940,16180,15900,384460,16180
2010-01-13,16100,16120,15940,267619,15940
2010-01-14,16120,16620,16000,532705,16540
2010-01-15,16640,16860,16580,398401,16840
2010-01-18,16800,16920,16560,261691,16860
2010-01-19,17000,17000,16440,241308,16460
2010-01-20,16460,16740,16460,384306,16680
2010-01-21,16400,17000,16400,340148,17000
2010-01-22,16800,16900,16360,470536,16500
2010-01-25,16320,16960,16300,412797,16840
2010-01-26,16920,16920,16240,375210,16300
2010-01-27,16300,16340,16000,370760,16000
2010-01-28,16160,16300,16060,276614,16160
2010-01-29,16000,16020,15600,457285,15680
2010-02-01,15680,15700,15300,501042,15540
2010-02-02,15800,15800,15400,393803,15440
2010-02-03,15640,15700,15360,330235,15540
2010-02-04,15500,15660,15440,239799,15520
2010-02-05,15160,15220,14940,515034,15000
2010-02-08,14940,15080,14820,439608,14960
2010-02-09,14960,15220,14840,337459,15220
2010-02-10,15260,15280,15040,263846,15100
2010-02-11,15140,15300,15120,265050,15260
2010-02-12,15340,15340,14900,458574,15000
2010-02-16,15000,15180,14960,154766,15120
2010-02-17,15440,15580,15280,280246,15580
2010-02-18,15580,15620,15440,145108,15500
2010-02-19,15380,15540,15180,223000,15200
2010-02-22,15440,15560,15400,231865,15460
2010-02-23,15480,15480,15120,251717,15340
2010-02-24,15180,15220,15000,301431,15040
2010-02-25,15080,15160,14680,386093,14720
2010-02-26,14800,14960,14660,311924,14880
2010-03-02,15220,15480,15120,471552,15400
2010-03-03,15420,15460,15260,194602,15420
2010-03-04,15420,15440,15120,204388,15220
2010-03-05,15260,15500,15260,235291,15500
2010-03-08,15800,15840,15700,391403,15720
2010-03-09,15740,15740,15540,244284,15720
2010-03-10,15720,15740,15560,227383,15680
2010-03-11,15800,15880,15560,392802,15560
2010-03-12,15560,15680,15420,200080,15560
2010-03-15,15640,15660,15280,251707,15360
2010-03-16,15360,15400,15160,331137,15300
2010-03-17,15440,15960,15420,437152,15960
2010-03-18,15900,16140,15900,307995,15940
2010-03-19,16020,16140,15960,214492,16080
2010-03-22,16060,16080,15840,184264,16020
2010-03-23,16140,16300,16100,198652,16180
2010-03-24,16300,16500,16260,318916,16380
2010-03-25,16300,16440,16180,189958,16380
2010-03-26,16460,16500,16240,209802,16400
2010-03-29,16200,16500,16200,155679,16360
2010-03-30,16540,16580,16240,240934,16280
2010-03-31,16280,16680,16260,434300,16360
2010-04-01,16520,16900,16480,561659,16900
2010-04-02,16920,17200,16820,419069,17140
2010-04-05,17220,17400,17140,304516,17400
2010-04-06,17480,17500,17220,330287,17380
2010-04-07,17300,17380,17040,388680,17180
2010-04-08,17140,17260,17060,269327,17260
2010-04-09,17280,17320,16960,275789,17120
2010-04-12,17180,17200,16540,497940,16600
2010-04-13,16680,16680,16300,409114,16560
2010-04-14,16700,16940,16660,308499,16900
2010-04-15,17240,17240,16880,365104,17100
2010-04-16,17100,17160,16820,220112,16960
2010-04-19,16740,16800,16520,247376,16540
2010-04-20,16540,16640,16420,271882,16560
2010-04-21,16760,17060,16700,264254,17040
2010-04-22,16980,16980,16660,343557,16820
2010-04-23,16960,16960,16560,309436,16600
2010-04-26,16700,16840,16600,260608,16680
2010-04-27,16620,16760,16540,260996,16700
2010-04-28,16400,16500,16360,320393,16500
2010-04-29,16600,16620,16320,226931,16500
2010-04-30,16560,17040,16540,454668,16980
2010-05-03,16900,16900,16540,291445,16580
2010-05-04,16800,16860,16600,183456,16680
2010-05-06,16340,16380,16200,451765,16280
2010-05-07,15960,15980,15760,759225,15880
2010-05-10,16000,16100,15940,330582,16060
2010-05-11,16240,16240,15820,450658,15820
2010-05-12,15940,15960,15640,315809,15780
2010-05-13,15960,16400,15940,319461,16260
2010-05-14,16120,16240,15980,293840,16200
2010-05-17,15960,15980,15560,530598,15680
2010-05-18,15800,15900,15680,363385,15840
2010-05-19,15700,15700,15380,361171,15460
2010-05-20,15300,15440,15100,395806,15120
2010-05-24,14940,15280,14880,354475,15160
2010-05-25,15000,15120,14720,511626,14820
2010-05-26,15200,15380,14900,460053,15000
2010-05-27,14880,15500,14820,444241,15440
2010-05-28,15740,15740,15340,450925,15560
2010-05-31,15440,15620,15360,255822,15520
2010-06-01,15520,15580,15300,228117,15360
2010-06-03,15600,15680,15480,293327,15540
2010-06-04,15500,15940,15480,252280,15860
2010-06-07,15580,15740,15540,303328,15740
2010-06-08,15700,15960,15520,290449,15700
2010-06-09,15840,15840,15320,359716,15400
2010-06-10,15540,15600,15420,356286,15460
2010-06-11,15700,15940,15660,366275,15940
2010-06-14,15820,16180,15820,241981,16140
2010-06-15,16200,16200,15960,190780,15960
2010-06-16,16300,16440,16180,376553,16380
2010-06-17,16240,16340,16200,233390,16340
2010-06-18,16500,16500,16240,191872,16440
2010-06-21,16600,16780,16500,284790,16600
2010-06-22,16540,16540,16260,296417,16320
2010-06-23,16220,16220,16000,350031,16100
2010-06-24,16160,16460,16100,283144,16400
2010-06-25,16180,16200,16040,340230,16100
2010-06-28,16100,16160,15920,261209,15920
2010-06-29,16020,16080,15740,251786,15840
2010-06-30,15400,15600,15400,536406,15480
2010-07-01,15580,15600,15200,444516,15320
2010-07-02,15400,15480,15260,233128,15340
2010-07-05,15260,15400,15220,200619,15340
2010-07-06,15240,15500,15100,358388,15500
2010-07-07,15600,15620,15300,324156,15380
2010-07-08,15660,15680,15400,295553,15500
2010-07-09,15580,15920,15460,372579,15920
2010-07-12,15980,16040,15840,252065,16040
2010-07-13,15960,16160,15880,307189,15920
2010-07-14,16260,16560,16260,664091,16480
2010-07-15,16500,16500,16360,321508,16400
2010-07-16,16320,16400,16040,338810,16040
2010-07-19,15720,15980,15720,292107,15900
2010-07-20,15900,16040,15720,231722,15960
2010-07-21,16340,16360,16120,331706,16340
2010-07-22,16240,16340,16020,309521,16160
2010-07-23,16300,16340,16140,282472,16220
2010-07-26,16260,16400,16180,212627,16360
2010-07-27,16480,16600,16420,382877,16580
2010-07-28,16640,16800,16620,465199,16740
2010-07-29,16780,16800,16480,297472,16540
2010-07-30,16440,16540,16200,328824,16200
2010-08-02,16340,16360,16200,249388,16200
2010-08-03,16400,16440,16300,262302,16300
2010-08-04,16340,16360,16120,213434,16120
2010-08-05,16220,16360,16060,280897,16080
2010-08-06,16200,16200,15980,247165,16020
2010-08-09,15980,16040,15960,182922,16040
2010-08-10,16000,16080,15820,281589,15860
2010-08-11,15680,15780,15540,359968,15580
2010-08-12,15360,15540,15300,428357,15320
2010-08-13,15400,15640,15340,286706,15620
2010-08-16,15460,15660,15340,205733,15640
2010-08-17,15540,15660,15420,289608,15640
2010-08-18,15680,15700,15480,234522,15560
2010-08-19,15580,15780,15540,244134,15780
2010-08-20,15600,15720,15540,246690,15680
2010-08-23,15720,15820,15640,181946,15800
2010-08-24,15700,15720,15500,227569,15660
2010-08-25,15520,15560,15440,185769,15440
2010-08-26,15440,15660,15400,208913,15460
2010-08-27,15300,15440,15300,256176,15320
2010-08-30,15500,15560,15440,140117,15520
2010-08-31,15320,15440,15120,441643,15120
2010-09-01,15240,15260,15000,389308,15040
2010-09-02,15200,15240,14980,365551,15180
2010-09-03,15220,15280,15120,441942,15220
2010-09-06,15440,15600,15360,394601,15600
2010-09-07,15660,15800,15500,320803,15760
2010-09-08,15520,15620,15420,219482,15420
2010-09-09,15340,15480,15120,617488,15120
2010-09-10,15200,15440,15140,280275,15320
2010-09-13,15400,15520,15320,234851,15400
2010-09-14,15500,15620,15200,371530,15200
2010-09-15,15260,15340,15020,389289,15140
2010-09-16,15080,15260,15080,234815,15140
2010-09-17,15240,15560,15160,447649,15460
2010-09-20,15480,15600,15400,296452,15600
2010-09-24,15580,15600,15160,655763,15240
2010-09-27,15300,15360,15040,502855,15100
2010-09-28,15100,15120,14900,467300,14900
2010-09-29,15060,15500,15000,708864,15440
2010-09-30,15440,15580,15340,337258,15540
2010-10-01,15440,15560,15380,296366,15540
2010-10-04,15600,15620,15480,257594,15600
2010-10-05,15440,15580,15420,286977,15460
2010-10-06,15560,15880,15520,471103,15860
2010-10-07,15580,15660,15380,511410,15400
2010-10-08,15260,15320,15060,543410,15160
2010-10-11,15240,15260,15060,376032,15060
2010-10-12,15040,15120,14920,370422,14920
2010-10-13,15040,15040,14860,409029,14880
2010-10-14,15060,15060,14840,535249,15000
2010-10-15,15000,15120,14900,494223,15080
2010-10-18,15140,15240,14960,276635,15020
2010-10-19,15000,15020,14820,389964,14820
2010-10-20,14800,14980,14700,369809,14900
2010-10-21,14900,15300,14820,567644,15300
2010-10-22,15460,15540,15340,408511,15540
2010-10-25,15460,15580,15340,248329,15420
2010-10-26,15360,15420,15160,312674,15260
2010-10-27,15160,15300,15020,334811,15060
2010-10-28,15200,15300,15060,293095,15280
2010-10-29,15280,15300,14900,463204,14900
2010-11-01,15060,15060,14860,296972,14940
2010-11-02,14940,14960,14740,330999,14800
2010-11-03,14800,14980,14780,359315,14800
2010-11-04,14940,15280,14900,547715,15260
2010-11-05,15600,15800,15500,703745,15520
2010-11-08,15700,15760,15520,279228,15560
2010-11-09,15680,15680,15340,256281,15480
2010-11-10,15600,15800,15500,422271,15800
2010-11-11,15860,15980,15340,907350,15340
2010-11-12,15680,15800,15460,566889,15560
2010-11-15,15720,16300,15700,719096,16160
2010-11-16,16280,16400,16000,590651,16220
2010-11-17,16020,16080,15900,342693,15900
2010-11-18,15940,16100,15860,266236,15980
2010-11-19,16160,16380,16000,387386,16360
2010-11-22,16400,16960,16360,721536,16960
2010-11-23,17000,17020,16680,394881,16800
2010-11-24,16520,17040,16500,637287,17020
2010-11-25,17060,17060,16760,367302,16900
2010-11-26,16960,16980,16640,314059,16740
2010-11-29,16700,16920,16620,310288,16720
2010-11-30,16640,16920,16520,424616,16520
2010-12-01,16480,16560,16280,375860,16400
2010-12-02,16560,17180,16500,612551,17180
2010-12-03,17400,17940,17340,788939,17880
2010-12-06,17800,17980,17700,336854,17800
2010-12-07,17740,18420,17700,498508,18020
2010-12-08,18060,18200,17740,336418,17760
2010-12-09,17700,18360,17680,589656,18340
2010-12-10,18300,18380,18140,255668,18380
2010-12-13,18380,18640,18320,307257,18600
2010-12-14,18740,18740,18420,443223,18580
2010-12-15,18500,18500,18200,329329,18320
2010-12-16,18160,18380,18160,233885,18220
2010-12-17,18280,18580,18240,346130,18520
2010-12-20,18340,18640,18280,338560,18640
2010-12-21,18620,18800,18500,252120,18720
2010-12-22,18780,19060,18720,333591,18780
2010-12-23,18720,18760,18500,219864,18720
2010-12-24,18780,18780,18500,169733,18500
2010-12-27,18500,18600,18300,210673,18440
2010-12-28,18560,19000,18520,313323,18760
2010-12-29,18700,19020,18640,238527,18900
2010-12-30,18840,19040,18840,183831,18980
2011-01-03,19100,19320,19000,265562,19160
2011-01-04,19120,19220,18980,274488,19160
2011-01-05,19100,19100,18840,336224,18840
2011-01-06,18840,18980,18460,387488,18600
2011-01-07,18300,18580,18280,463447,18420
2011-01-10,18360,18560,18180,367107,18340
2011-01-11,18340,18440,18160,391242,18260
2011-01-12,18280,18660,18280,412107,18600
2011-01-13,18980,18980,18340,568083,18440
2011-01-14,18560,18680,18300,307694,18660
2011-01-17,18900,19020,18800,411740,18980
2011-01-18,19000,19620,18980,592816,19380
2011-01-19,19580,20000,19320,668320,19940
2011-01-20,19740,19800,19580,304970,19640
2011-01-21,19520,19680,19400,333801,19420
2011-01-24,19360,19660,19320,272455,19420
2011-01-25,19440,19800,19420,279580,19500
2011-01-26,19700,19980,19600,267128,19960
2011-01-27,19900,20040,19820,307490,19880
2011-01-28,19960,20280,19800,383021,20200
2011-01-31,20180,20200,19620,428852,19620
2011-02-01,19640,19900,19580,269518,19660
2011-02-07,20040,20080,19440,485191,19440
2011-02-08,19400,19480,19180,610004,19220
2011-02-09,19460,19460,19020,420301,19200
2011-02-10,19200,19300,18700,614002,18720
2011-02-11,18700,18860,18260,530889,18300
2011-02-14,18560,19100,18500,391852,19060
2011-02-15,19260,19400,18940,362193,19160
2011-02-16,19040,19400,18900,304438,18900
2011-02-17,19060,19260,18860,287009,19080
2011-02-18,19300,19320,19140,205097,19200
2011-02-21,19280,19300,18840,275361,18960
2011-02-22,18780,18960,18680,243946,18760
2011-02-23,18500,18820,18500,344149,18600
2011-02-24,18520,18680,18400,362392,18580
2011-02-25,18560,18660,18460,303972,18520
2011-02-28,18400,18680,18400,325623,18460
2011-03-02,18280,18460,18240,322780,18360
2011-03-03,18380,18540,18320,362277,18460
2011-03-04,18680,18900,18540,371501,18900
2011-03-07,18860,18860,18120,638965,18120
2011-03-08,18220,18240,17880,499287,17980
2011-03-09,18120,18160,17640,527673,17800
2011-03-10,17580,17680,17320,834229,17320
2011-03-11,17220,17520,17200,543168,17240
2011-03-14,17600,18020,17060,667121,18000
2011-03-15,18020,18040,17120,727312,17200
2011-03-16,17700,17900,17440,799142,17720
2011-03-17,17560,17800,17360,450459,17800
2011-03-18,17840,17900,17660,383562,17820
2011-03-21,17820,17980,17680,290140,17800
2011-03-22,17840,17940,17400,436722,17500
2011-03-23,17600,17600,17180,505176,17460
2011-03-24,17600,17760,17480,308119,17600
2011-03-25,17840,18200,17800,622311,18200
2011-03-28,18300,18440,18180,318215,18320
2011-03-29,18140,18320,18000,344624,18320
2011-03-30,18320,18580,18320,414257,18520
2011-03-31,18720,18720,18420,527666,18640
2011-04-01,18720,18800,18540,449733,18800
2011-04-04,18800,18900,18780,334749,18900
2011-04-05,18960,18960,18700,238698,18900
2011-04-06,18800,18840,18300,550378,18460
2011-04-07,18500,18700,18100,436076,18180
2011-04-08,18220,18280,17900,521299,17960
2011-04-11,17960,18140,17760,412638,17880
2011-04-12,17720,17800,17640,316036,17640
2011-04-13,17740,18020,17600,332860,18020
2011-04-14,18000,18000,17680,505624,18000
2011-04-15,17960,17980,17640,446008,17760
2011-04-18,17820,17840,17320,549291,17340
2011-04-19,17060,17500,17060,462304,17500
2011-04-20,17780,18320,17720,641519,18320
2011-04-21,18600,18740,18360,541665,18560
2011-04-22,18480,18540,18040,377225,18080
2011-04-25,18020,18220,17780,287621,17780
2011-04-26,17980,17980,17600,384355,17940
2011-04-27,18340,18540,18220,528108,18480
2011-04-28,18480,18540,17980,416427,18000
2011-04-29,18020,18160,17600,429874,17860
2011-05-02,18200,18740,18080,651726,18640
2011-05-03,18720,18800,18440,507510,18760
2011-05-04,18600,18680,18000,515717,18300
2011-05-06,17980,18280,17900,473222,17980
2011-05-09,18160,18220,17820,271573,17820
2011-05-11,17780,17900,17640,447932,17840
2011-05-12,17720,18020,17660,552942,17700
2011-05-13,17920,18480,17800,669154,18320
2011-05-16,18340,18380,17960,322905,18020
2011-05-17,17940,17960,17780,231293,17800
2011-05-18,17860,17980,17720,331824,17860
2011-05-19,17820,17960,17600,387733,17600
2011-05-20,17700,17740,17600,221517,17640
2011-05-23,17540,17700,17440,282045,17460
2011-05-24,17440,17680,17300,290181,17300
2011-05-25,17580,17580,17060,320945,17120
2011-05-26,17360,17600,17300,279740,17580
2011-05-27,17480,17980,17340,430296,17820
2011-05-30,17900,17900,17520,205979,17680
2011-05-31,17800,18280,17720,478089,18040
2011-06-01,18040,18240,17900,313832,18220
2011-06-02,17880,17940,17600,331899,17660
2011-06-03,17800,17800,17540,201472,17700
2011-06-07,17520,17780,17380,303586,17740
2011-06-08,17700,17800,17500,258873,17540
2011-06-09,17540,17580,17300,434119,17300
2011-06-10,17400,17480,17020,392575,17020
2011-06-13,16880,17060,16760,301387,17060
2011-06-14,17020,17460,16960,213419,17260
2011-06-15,17320,17380,17020,265758,17300
2011-06-16,17060,17160,16880,239116,16960
2011-06-17,17020,17040,16060,723027,16380
2011-06-20,16260,16280,15900,472386,16000
2011-06-21,16000,16400,15960,378374,16280
2011-06-22,16480,16660,16440,330821,16520
2011-06-23,16500,16780,16400,277391,16620
2011-06-24,16420,17080,16420,469223,17040
2011-06-27,16940,16940,16560,304257,16700
2011-06-28,16800,17060,16620,239178,16640
2011-06-29,16960,16980,16640,207146,16660
2011-06-30,16660,16700,16420,328339,16520
2011-07-01,16860,17200,16760,442918,17100
2011-07-04,17400,17660,17380,429433,17560
2011-07-05,17600,17980,17560,422262,17980
2011-07-06,17860,17960,17740,224722,17960
2011-07-07,17960,17960,17580,358557,17600
2011-07-08,17600,17760,17460,241809,17700
2011-07-11,17600,17600,17240,320019,17300
2011-07-12,17200,17220,16920,248144,17000
2011-07-13,16960,17100,16720,329357,16860
2011-07-14,16700,16700,16460,407918,16620
2011-07-15,16600,16800,16420,273509,16640
2011-07-18,16560,16600,16220,364738,16260
2011-07-19,16120,16540,16120,291167,16440
2011-07-20,16800,17080,16780,421882,17020
2011-07-21,16920,17020,16640,206937,16840
2011-07-22,17000,17120,16840,244517,17000
2011-07-25,17000,17000,16680,190025,16940
2011-07-26,16860,17020,16800,225408,17000
2011-07-27,16960,16960,16720,201993,16900
2011-07-28,16560,16800,16520,272890,16740
2011-07-29,16920,17040,16740,302016,16880
2011-08-01,17100,17500,17100,389024,17400
2011-08-02,17060,17180,17000,269816,17040
2011-08-03,16800,16880,16480,408465,16660
2011-08-04,16780,16780,16300,346496,16420
2011-08-05,15840,16100,15780,609081,15780
2011-08-08,15400,15780,15200,607518,15200
2011-08-09,15000,15060,13920,990040,14480
2011-08-10,15200,15200,14400,986557,14400
2011-08-11,13760,14500,13760,794832,14160
2011-08-12,14420,14440,14000,677828,14140
2011-08-16,14700,15000,14520,601622,15000
2011-08-17,15020,15200,14820,293405,15040
2011-08-18,14960,14980,14060,708503,14180
2011-08-19,13760,13940,13440,580713,13600
2011-08-22,13680,14040,13660,418952,13820
2011-08-23,14000,14700,13980,492913,14460
2011-08-24,14480,14700,14000,370403,14160
2011-08-25,14740,14760,14420,381135,14500
2011-08-26,14340,14680,14340,212815,14520
2011-08-29,14840,14840,14480,260440,14660
2011-08-30,14820,14960,14720,252964,14840
2011-08-31,14940,14940,14620,290229,14880
2011-09-01,15180,15760,14880,717411,15420
2011-09-02,15300,15620,15260,258682,15380
2011-09-05,15100,15120,14600,277488,14620
2011-09-06,14520,14720,14200,264505,14540
2011-09-07,14660,15560,14660,351504,15460
2011-09-08,15600,16040,15560,574914,15960
2011-09-09,15700,16240,15540,361802,15600
2011-09-14,15600,15620,14820,551101,15060
2011-09-15,15680,15680,15300,426593,15420
2011-09-16,15880,16220,15840,476632,15960
2011-09-19,16000,16280,15760,246920,16160
2011-09-20,16220,16360,15920,281014,16220
2011-09-21,16380,16560,16020,341563,16260
2011-09-22,15920,16000,15560,307008,15800
2011-09-23,15280,15600,15020,437123,15160
2011-09-26,15200,15740,15180,480907,15500
2011-09-27,16100,16100,15820,331600,16080
2011-09-28,16480,16500,15820,486551,16140
2011-09-29,16080,16960,16080,553981,16740
2011-09-30,16600,16800,16220,516023,16800
2011-10-04,16100,16640,15920,658616,16560
2011-10-05,16480,17000,16340,644036,16840
2011-10-06,17480,17580,16840,600160,17100
2011-10-07,17300,17620,17000,530423,17200
2011-10-10,17560,17700,17440,345316,17480
2011-10-11,17700,17700,17380,459031,17620
2011-10-12,17440,17980,17400,432600,17960
2011-10-13,17960,17980,17620,325563,17800
2011-10-14,17420,17880,17420,217319,17720
2011-10-17,17800,17900,17620,213700,17800
2011-10-18,17500,17860,17420,277012,17660
2011-10-19,17700,17720,17400,214254,17720
2011-10-20,17720,18400,17660,569192,18140
2011-10-21,18400,18500,18140,466429,18340
2011-10-24,18260,18860,18220,376214,18820
2011-10-25,18720,19020,18700,365737,18900
2011-10-26,18660,18920,18540,250360,18680
2011-10-27,18580,18780,18380,349475,18480
2011-10-28,18560,18920,18540,537992,18900
2011-10-31,18820,19400,18660,476217,19360
2011-11-01,19360,19980,19240,620094,19800
2011-11-02,19400,19560,19320,569636,19420
2011-11-03,19240,19420,19160,328782,19340
2011-11-04,19660,20100,19640,535139,20100
2011-11-07,19920,20000,19720,280586,19860
2011-11-08,19720,19800,19300,341584,19400
2011-11-09,19400,19760,19320,386372,19700
2011-11-10,19340,19460,18700,624218,18700
2011-11-11,18900,19680,18600,486576,19660
2011-11-14,19760,20040,19740,282989,19920
2011-11-15,19720,20000,19600,234838,19920
2011-11-16,19900,20060,19460,339267,19500
2011-11-17,19640,19840,19220,259445,19600
2011-11-18,19420,19540,19240,326670,19260
2011-11-21,19020,19200,18840,256942,19000
2011-11-22,19000,19420,18860,241829,19260
2011-11-23,18960,19200,18700,307043,18700
2011-11-24,18440,19060,18420,273680,18860
2011-11-25,18580,19060,18580,233962,18940
2011-11-28,19180,19640,19160,315940,19560
2011-11-29,19800,20100,19720,552503,20100
2011-11-30,20000,20200,19920,394423,20080
2011-12-01,20700,21600,20580,694628,21480
2011-12-02,21220,21420,20800,439388,21000
2011-12-05,21380,21460,21160,297501,21320
2011-12-06,21140,21400,20820,292758,20880
2011-12-07,21000,21360,20820,395486,21120
2011-12-08,21140,21660,20920,521081,21280
2011-12-09,20980,21480,20740,276388,21060
2011-12-12,21260,21680,21200,243479,21680
2011-12-13,21480,21500,21000,265044,21000
2011-12-14,20680,20900,20500,421590,20800
2011-12-15,20580,20720,20300,339605,20300
2011-12-16,20420,20900,20400,245774,20900
2011-12-19,20900,20900,19680,410694,20140
2011-12-20,20160,20580,20140,275516,20240
2011-12-21,20700,21140,20620,408316,21140
2011-12-22,20900,21060,20820,213171,21040
2011-12-23,21120,21480,21120,246478,21360
2011-12-26,21340,21500,21320,124469,21320
2011-12-27,21360,21600,21060,226189,21460
2011-12-28,21460,21460,21200,220925,21220
2011-12-29,21240,21540,21140,218898,21160
2012-01-02,21400,21600,21300,263300,21600
2012-01-03,21860,22100,21840,339046,22100
2012-01-04,22100,22200,21500,342389,21600
2012-01-05,21460,21580,21100,346691,21100
2012-01-06,21120,21320,20600,376753,20800
2012-01-09,20800,20820,20300,387166,20320
2012-01-10,20420,20720,20420,409381,20520
2012-01-11,20340,20480,20280,382904,20420
2012-01-12,20320,20580,20220,371462,20560
2012-01-13,20560,21000,20520,293017,20920
2012-01-16,20800,20800,20400,232948,20600
2012-01-17,20820,20960,20480,342322,20720
2012-01-18,21020,21040,20440,307608,20600
2012-01-19,20760,21440,20740,448056,21440
2012-01-20,21800,22100,21520,512607,22100
2012-01-25,21840,22500,21840,455736,22280
2012-01-26,22320,22420,21880,353212,22260
2012-01-27,22400,22500,22220,255060,22500
2012-01-30,22580,22600,22180,327408,22300
2012-01-31,22100,22400,21780,434959,22140
2012-02-01,22140,22140,21560,458731,21580
2012-02-02,21720,22080,21360,448986,21600
2012-02-03,21420,21680,21120,357253,21320
2012-02-06,21680,21820,21320,317585,21480
2012-02-07,21540,21920,21460,238611,21860
2012-02-08,21980,22000,21680,236880,21840
2012-02-09,21740,21800,21200,480585,21680
2012-02-10,21680,21680,21220,372318,21240
2012-02-13,21380,21780,21340,320760,21660
2012-02-14,21680,21780,21480,246511,21600
2012-02-15,21960,22760,21840,570588,22700
2012-02-16,22600,22800,22420,308603,22700
2012-02-17,23180,23600,23120,346676,23520
2012-02-20,23560,23880,23320,296550,23500
2012-02-21,23500,23960,23300,216328,23600
2012-02-22,23640,24000,23440,235724,23940
2012-02-23,23460,23580,23020,465609,23200
2012-02-24,23060,23720,23060,284960,23600
2012-02-27,23480,23600,23180,168265,23420
2012-02-28,23920,24000,23620,333027,23700
2012-02-29,23820,24180,23820,345618,24120
2012-03-02,24300,24340,23580,360682,23640
2012-03-05,23800,23820,23320,223655,23480
2012-03-06,23580,23860,23340,211532,23600
2012-03-07,23500,23660,23300,230554,23440
2012-03-08,23600,23720,23300,406211,23600
2012-03-09,23820,24620,23760,365212,24600
2012-03-12,24480,24520,24200,236760,24200
